<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2024.09.12	09:05:00	2520.45	2521.67	2520.08	2521.43	1286	0	13
2024.09.12	09:10:00	2521.44	2522.29	2520.54	2520.74	1073	0	11
2024.09.12	09:15:00	2520.75	2521.12	2520.41	2520.56	821	0	10
2024.09.12	09:20:00	2520.57	2520.70	2519.28	2519.80	652	0	10
2024.09.12	09:25:00	2519.81	2520.97	2519.59	2520.38	731	0	10
2024.09.12	09:30:00	2520.38	2520.43	2519.21	2519.25	853	0	11
2024.09.12	09:35:00	2519.25	2519.65	2517.38	2518.00	767	0	11
2024.09.12	09:40:00	2518.02	2519.27	2517.95	2518.66	635	0	10
2024.09.12	09:45:00	2518.63	2518.83	2517.87	2518.02	515	0	10
2024.09.12	09:50:00	2517.99	2518.34	2517.26	2517.33	548	0	10
2024.09.12	09:55:00	2517.29	2517.37	2516.76	2516.91	743	0	13
2024.09.12	10:00:00	2516.93	2517.54	2515.86	2516.10	725	0	14
2024.09.12	10:05:00	2516.14	2516.47	2515.69	2515.75	632	0	12
2024.09.12	10:10:00	2515.76	2515.82	2515.07	2515.31	901	0	11
2024.09.12	10:15:00	2515.28	2515.46	2514.53	2514.82	998	0	10
2024.09.12	10:20:00	2514.84	2516.07	2514.61	2515.50	822	0	10
2024.09.12	10:25:00	2515.50	2516.02	2514.48	2515.90	1053	0	10
2024.09.12	10:30:00	2515.94	2517.75	2515.94	2516.90	697	0	12
2024.09.12	10:35:00	2516.91	2517.77	2516.57	2517.29	598	0	10
2024.09.12	10:40:00	2517.26	2517.42	2516.23	2516.27	394	0	10
2024.09.12	10:45:00	2516.30	2516.67	2515.27	2515.85	543	0	12
2024.09.12	10:50:00	2515.84	2517.05	2515.76	2516.48	498	0	11
2024.09.12	10:55:00	2516.47	2516.97	2515.39	2515.92	637	0	10
2024.09.12	11:00:00	2515.90	2516.53	2515.12	2516.12	887	0	14
2024.09.12	11:05:00	2516.11	2517.28	2515.96	2517.15	864	0	10
2024.09.12	11:10:00	2517.15	2517.65	2516.85	2517.44	795	0	10
2024.09.12	11:15:00	2517.45	2517.68	2516.69	2517.10	883	0	10
2024.09.12	11:20:00	2517.09	2518.54	2517.05	2518.49	794	0	10
2024.09.12	11:25:00	2518.50	2519.31	2518.44	2519.03	725	0	10
2024.09.12	11:30:00	2519.05	2519.26	2517.42	2517.77	805	0	10
2024.09.12	11:35:00	2517.79	2518.64	2517.62	2518.04	561	0	10
2024.09.12	11:40:00	2518.03	2518.18	2516.74	2516.78	481	0	10
2024.09.12	11:45:00	2516.82	2517.25	2516.54	2517.16	442	0	11
2024.09.12	11:50:00	2517.17	2517.77	2516.40	2517.73	419	0	10
2024.09.12	11:55:00	2517.70	2517.82	2517.27	2517.40	526	0	10
2024.09.12	12:00:00	2517.37	2518.32	2517.37	2517.94	519	0	11
2024.09.12	12:05:00	2517.95	2518.06	2516.50	2516.60	393	0	10
2024.09.12	12:10:00	2516.59	2518.19	2516.43	2518.19	499	0	10
2024.09.12	12:15:00	2518.20	2518.33	2517.48	2517.74	486	0	10
2024.09.12	12:20:00	2517.73	2518.00	2517.05	2517.05	297	0	10
2024.09.12	12:25:00	2517.03	2517.35	2516.43	2516.47	328	0	10
2024.09.12	12:30:00	2516.46	2518.55	2516.45	2518.20	477	0	10
2024.09.12	12:35:00	2518.21	2518.48	2517.61	2517.86	665	0	10
2024.09.12	12:40:00	2517.86	2518.36	2517.76	2518.12	444	0	10
2024.09.12	12:45:00	2518.11	2518.81	2517.89	2518.70	567	0	10
2024.09.12	12:50:00	2518.67	2519.05	2518.30	2518.33	473	0	10
2024.09.12	12:55:00	2518.30	2519.20	2518.26	2518.84	391	0	10
2024.09.12	13:00:00	2518.82	2519.71	2518.72	2519.04	482	0	10
2024.09.12	13:05:00	2519.06	2519.52	2518.83	2519.26	441	0	10
2024.09.12	13:10:00	2519.25	2520.29	2519.15	2520.20	516	0	10
2024.09.12	13:15:00	2520.22	2521.05	2519.86	2520.16	603	0	12
2024.09.12	13:20:00	2520.17	2520.24	2518.51	2518.51	655	0	12
2024.09.12	13:25:00	2518.50	2518.92	2517.61	2517.90	534	0	11
2024.09.12	13:30:00	2517.88	2518.53	2517.79	2517.84	287	0	10
2024.09.12	13:35:00	2517.89	2517.98	2517.15	2517.69	791	0	13
2024.09.12	13:40:00	2517.69	2517.79	2516.22	2516.53	724	0	10
2024.09.12	13:45:00	2516.52	2517.03	2514.78	2515.45	1098	0	11
2024.09.12	13:50:00	2515.43	2515.43	2514.07	2514.20	954	0	12
2024.09.12	13:55:00	2514.19	2514.64	2513.22	2513.25	738	0	12
2024.09.12	14:00:00	2513.24	2514.65	2513.03	2513.89	723	0	10
2024.09.12	14:05:00	2513.79	2515.35	2513.54	2515.11	683	0	15
2024.09.12	14:10:00	2515.10	2516.43	2514.52	2515.66	775	0	9
2024.09.12	14:15:00	2515.66	2516.66	2514.93	2516.51	725	0	9
2024.09.12	14:20:00	2516.50	2517.31	2515.98	2516.39	1196	0	9
2024.09.12	14:25:00	2516.41	2517.14	2515.19	2515.83	1087	0	9
2024.09.12	14:30:00	2515.79	2516.54	2515.34	2516.39	873	0	9
2024.09.12	14:35:00	2516.38	2518.09	2516.34	2517.95	728	0	9
2024.09.12	14:40:00	2517.96	2519.24	2517.90	2519.09	806	0	9
2024.09.12	14:45:00	2519.10	2519.98	2518.41	2519.43	770	0	9
2024.09.12	14:50:00	2519.43	2520.34	2519.31	2519.62	871	0	9
2024.09.12	14:55:00	2519.61	2520.06	2519.11	2519.56	647	0	9
2024.09.12	15:00:00	2519.54	2520.25	2518.85	2520.05	1106	0	9
2024.09.12	15:05:00	2520.27	2521.06	2520.27	2520.69	853	0	9
2024.09.12	15:10:00	2520.71	2521.08	2519.53	2519.83	760	0	9
2024.09.12	15:15:00	2519.87	2522.13	2519.21	2522.02	3813	0	15
2024.09.12	15:20:00	2522.05	2523.53	2521.33	2522.85	1724	0	12
2024.09.12	15:25:00	2522.84	2523.13	2520.60	2521.21	1624	0	13
2024.09.12	15:30:00	2520.85	2524.57	2518.91	2524.48	5134	0	16
2024.09.12	15:35:00	2524.47	2526.26	2523.50	2525.67	2680	0	14
2024.09.12	15:40:00	2525.79	2530.33	2525.79	2527.66	2993	0	14
2024.09.12	15:45:00	2527.64	2535.25	2527.31	2534.59	3197	0	14
2024.09.12	15:50:00	2534.58	2535.31	2532.77	2532.96	2552	0	12
2024.09.12	15:55:00	2532.98	2533.96	2527.37	2528.89	2526	0	9
2024.09.12	16:00:00	2528.59	2531.08	2522.05	2531.04	3246	0	12
2024.09.12	16:05:00	2531.06	2540.77	2530.04	2539.23	3119	0	9
2024.09.12	16:10:00	2539.19	2542.51	2537.69	2538.14	3308	0	12
2024.09.12	16:15:00	2538.13	2538.41	2531.40	2532.77	3182	0	11
2024.09.12	16:20:00	2532.74	2535.27	2531.02	2535.24	3011	0	11
2024.09.12	16:25:00	2535.24	2539.60	2535.03	2539.58	2427	0	9
2024.09.12	16:30:00	2539.59	2540.74	2537.41	2537.73	3298	0	11
2024.09.12	16:35:00	2537.67	2544.82	2537.49	2544.54	3170	0	9
2024.09.12	16:40:00	2544.54	2549.04	2543.81	2548.16	3280	0	9
2024.09.12	16:45:00	2548.16	2551.70	2543.81	2546.93	3626	0	12
2024.09.12	16:50:00	2546.94	2548.88	2544.76	2545.78	2872	0	9
2024.09.12	16:55:00	2545.79	2549.17	2545.32	2545.44	3017	0	9
2024.09.12	17:00:00	2545.43	2548.59	2544.41	2547.39	3038	0	9
2024.09.12	17:05:00	2547.43	2550.59	2547.26	2548.01	2470	0	9
2024.09.12	17:10:00	2548.03	2548.56	2542.88	2543.31	2928	0	9
2024.09.12	17:15:00	2543.32	2545.86	2542.02	2545.68	2387	0	9
2024.09.12	17:20:00	2545.72	2546.55	2542.71	2542.71	2073	0	9
2024.09.12	17:25:00	2542.73	2545.12	2541.84	2544.42	2192	0	9
2024.09.12	17:30:00	2544.42	2547.32	2543.91	2546.56	2184	0	9
2024.09.12	17:35:00	2546.54	2549.98	2546.20	2549.53	2386	0	9
2024.09.12	17:40:00	2549.52	2550.78	2549.08	2549.89	1946	0	9
2024.09.12	17:45:00	2549.89	2554.43	2549.40	2553.67	2396	0	10
2024.09.12	17:50:00	2553.73	2554.16	2549.67	2550.81	2456	0	10
2024.09.12	17:55:00	2550.78	2554.80	2550.56	2553.43	2121	0	9
2024.09.12	18:00:00	2553.44	2553.88	2551.60	2552.72	1918	0	9
2024.09.12	18:05:00	2552.71	2555.12	2552.29	2552.85	1649	0	9
2024.09.12	18:10:00	2552.83	2553.34	2550.16	2550.38	1708	0	9
2024.09.12	18:15:00	2550.40	2551.78	2548.85	2549.78	1918	0	10
2024.09.12	18:20:00	2549.79	2554.17	2549.70	2552.45	1674	0	9
2024.09.12	18:25:00	2552.43	2553.70	2552.19	2553.61	1302	0	9
2024.09.12	18:30:00	2553.64	2554.17	2552.47	2553.03	1124	0	9
2024.09.12	18:35:00	2553.03	2553.79	2552.50	2553.08	1088	0	9
2024.09.12	18:40:00	2553.12	2553.42	2551.65	2552.80	867	0	9
2024.09.12	18:45:00	2552.78	2553.72	2551.66	2553.72	1097	0	9
2024.09.12	18:50:00	2553.74	2554.53	2553.42	2554.12	1086	0	10
2024.09.12	18:55:00	2554.10	2554.49	2553.27	2553.30	1249	0	9
2024.09.12	19:00:00	2553.28	2553.67	2552.15	2552.59	1338	0	10
2024.09.12	19:05:00	2552.57	2552.57	2550.09	2550.51	983	0	13
2024.09.12	19:10:00	2550.51	2551.47	2545.61	2546.85	1774	0	18
2024.09.12	19:15:00	2546.87	2547.81	2545.13	2547.09	1706	0	19
2024.09.12	19:20:00	2547.10	2548.77	2546.59	2546.65	1443	0	14
2024.09.12	19:25:00	2546.64	2546.68	2544.86	2545.65	1221	0	16
2024.09.12	19:30:00	2545.71	2547.34	2545.21	2547.27	1232	0	12
2024.09.12	19:35:00	2547.28	2548.49	2546.90	2548.15	980	0	11
2024.09.12	19:40:00	2548.13	2548.72	2547.68	2547.90	851	0	11
2024.09.12	19:45:00	2547.87	2548.85	2547.51	2548.25	995	0	11
2024.09.12	19:50:00	2548.26	2550.56	2548.24	2550.52	1215	0	11
2024.09.12	19:55:00	2550.51	2551.42	2550.13	2550.69	1292	0	13
2024.09.12	20:00:00	2550.70	2553.28	2550.61	2552.38	1505	0	14
2024.09.12	20:05:00	2552.37	2554.82	2552.15	2553.91	1330	0	16
2024.09.12	20:10:00	2553.93	2554.25	2551.79	2552.75	1245	0	15
2024.09.12	20:15:00	2552.74	2554.49	2552.73	2553.02	1087	0	11
2024.09.12	20:20:00	2553.00	2553.00	2550.11	2551.65	1529	0	13
2024.09.12	20:25:00	2551.67	2552.87	2550.53	2551.83	1417	0	18
2024.09.12	20:30:00	2551.83	2553.00	2551.82	2552.49	917	0	11
2024.09.12	20:35:00	2552.52	2552.97	2551.81	2552.73	845	0	11
2024.09.12	20:40:00	2552.69	2553.66	2552.38	2552.45	619	0	11
2024.09.12	20:45:00	2552.46	2553.03	2551.38	2552.37	741	0	11
2024.09.12	20:50:00	2552.36	2554.42	2552.23	2554.13	1150	0	14
2024.09.12	20:55:00	2554.13	2554.67	2553.92	2554.03	1237	0	12
2024.09.12	21:00:00	2554.02	2554.05	2552.04	2552.99	1008	0	18
2024.09.12	21:05:00	2553.01	2554.57	2552.93	2554.54	994	0	13
2024.09.12	21:10:00	2554.55	2554.55	2553.27	2554.34	1036	0	11
2024.09.12	21:15:00	2554.34	2555.17	2553.41	2553.66	1372	0	11
2024.09.12	21:20:00	2553.66	2554.47	2553.22	2554.18	950	0	12
2024.09.12	21:25:00	2554.18	2555.01	2554.00	2554.67	1130	0	11
2024.09.12	21:30:00	2554.69	2555.04	2554.06	2554.93	801	0	13
2024.09.12	21:35:00	2554.92	2556.99	2554.67	2556.99	1027	0	13
2024.09.12	21:40:00	2556.97	2557.23	2555.62	2555.65	759	0	11
2024.09.12	21:45:00	2555.68	2556.06	2555.16	2555.89	695	0	11
2024.09.12	21:50:00	2555.89	2557.99	2554.85	2557.99	1256	0	11
2024.09.12	21:55:00	2557.97	2558.78	2555.16	2555.89	1214	0	19
2024.09.12	22:00:00	2555.87	2557.05	2555.38	2555.58	1069	0	18
2024.09.12	22:05:00	2555.59	2557.58	2555.57	2556.37	716	0	11
2024.09.12	22:10:00	2556.34	2557.55	2555.71	2557.20	930	0	11
2024.09.12	22:15:00	2557.22	2557.33	2555.50	2555.52	983	0	12
2024.09.12	22:20:00	2555.52	2556.22	2555.21	2555.81	777	0	12
2024.09.12	22:25:00	2555.80	2556.16	2554.58	2554.70	643	0	11
2024.09.12	22:30:00	2554.71	2557.10	2554.58	2556.90	809	0	11
2024.09.12	22:35:00	2556.92	2557.63	2556.66	2557.13	655	0	11
2024.09.12	22:40:00	2557.12	2557.48	2556.15	2557.29	675	0	11
2024.09.12	22:45:00	2557.27	2558.77	2557.25	2558.69	924	0	12
2024.09.12	22:50:00	2558.72	2559.06	2557.35	2557.53	1010	0	16
2024.09.12	22:55:00	2557.51	2557.99	2556.76	2557.91	1399	0	12
2024.09.12	23:00:00	2557.89	2558.04	2557.09	2557.15	578	0	14
2024.09.12	23:05:00	2557.16	2557.16	2556.71	2556.88	414	0	11
2024.09.12	23:10:00	2556.87	2558.29	2556.80	2557.93	389	0	11
2024.09.12	23:15:00	2557.92	2558.40	2557.82	2558.21	355	0	11
2024.09.12	23:20:00	2558.24	2559.32	2558.03	2559.00	396	0	11
2024.09.12	23:25:00	2559.00	2559.67	2558.64	2559.21	522	0	17
2024.09.12	23:30:00	2559.19	2559.41	2558.44	2559.39	402	0	13
2024.09.12	23:35:00	2559.41	2560.07	2559.24	2559.43	388	0	12
2024.09.12	23:40:00	2559.41	2559.85	2558.92	2559.77	392	0	8
2024.09.12	23:45:00	2559.75	2560.04	2559.14	2559.21	383	0	19
2024.09.12	23:50:00	2559.20	2559.43	2559.00	2559.02	291	0	19
2024.09.12	23:55:00	2559.01	2559.01	2558.24	2558.60	314	0	23
2024.09.13	01:00:00	2558.62	2558.82	2557.92	2558.32	245	0	20
2024.09.13	01:05:00	2558.31	2558.68	2558.04	2558.16	143	0	18
2024.09.13	01:10:00	2558.16	2558.36	2557.19	2558.22	209	0	19
2024.09.13	01:15:00	2558.22	2558.42	2558.03	2558.18	125	0	17
2024.09.13	01:20:00	2558.17	2558.73	2558.14	2558.50	249	0	17
2024.09.13	01:25:00	2558.49	2558.87	2558.20	2558.87	112	0	17
2024.09.13	01:30:00	2558.91	2559.32	2558.86	2558.88	226	0	13
2024.09.13	01:35:00	2558.91	2559.53	2558.79	2558.92	326	0	13
2024.09.13	01:40:00	2558.93	2559.09	2558.72	2558.87	177	0	13
2024.09.13	01:45:00	2558.85	2558.85	2558.41	2558.49	193	0	13
2024.09.13	01:50:00	2558.49	2558.83	2557.87	2557.87	222	0	13
2024.09.13	01:55:00	2557.89	2557.91	2557.34	2557.46	194	0	13
2024.09.13	02:00:00	2557.45	2557.92	2557.36	2557.78	312	0	13
2024.09.13	02:05:00	2557.79	2558.47	2557.73	2557.73	274	0	13
2024.09.13	02:10:00	2557.71	2557.78	2557.26	2557.38	149	0	13
2024.09.13	02:15:00	2557.45	2558.02	2557.45	2557.98	158	0	13
2024.09.13	02:20:00	2557.97	2558.07	2557.75	2557.81	177	0	13
2024.09.13	02:25:00	2557.81	2557.81	2557.29	2557.69	180	0	13
2024.09.13	02:30:00	2557.74	2557.81	2556.79	2557.28	229	0	13
2024.09.13	02:35:00	2557.29	2557.39	2556.91	2557.03	183	0	13
2024.09.13	02:40:00	2557.04	2557.97	2557.04	2557.93	202	0	13
2024.09.13	02:45:00	2557.89	2558.08	2556.67	2557.37	405	0	14
2024.09.13	02:50:00	2557.39	2558.63	2556.79	2558.08	603	0	14
2024.09.13	02:55:00	2558.08	2558.62	2557.90	2558.50	358	0	13
2024.09.13	03:00:00	2558.48	2558.97	2556.93	2557.02	599	0	14
2024.09.13	03:05:00	2557.02	2558.06	2556.78	2557.55	625	0	13
2024.09.13	03:10:00	2557.55	2559.13	2557.51	2558.47	734	0	14
2024.09.13	03:15:00	2558.48	2559.16	2558.38	2559.04	706	0	13
2024.09.13	03:20:00	2559.01	2559.26	2558.42	2558.60	753	0	13
2024.09.13	03:25:00	2558.61	2559.13	2558.31	2558.86	546	0	13
2024.09.13	03:30:00	2558.89	2559.87	2558.89	2559.61	648	0	13
2024.09.13	03:35:00	2559.61	2559.88	2559.16	2559.67	406	0	13
2024.09.13	03:40:00	2559.67	2562.77	2559.39	2560.71	900	0	13
2024.09.13	03:45:00	2560.72	2560.78	2558.54	2558.64	1038	0	16
2024.09.13	03:50:00	2558.63	2559.08	2558.02	2558.35	800	0	14
2024.09.13	03:55:00	2558.30	2561.73	2558.30	2561.60	775	0	13
2024.09.13	04:00:00	2561.63	2564.11	2561.50	2563.60	1970	0	17
2024.09.13	04:05:00	2563.61	2567.11	2563.01	2567.07	1778	0	15
2024.09.13	04:10:00	2567.01	2568.02	2562.15	2562.23	1936	0	13
2024.09.13	04:15:00	2562.24	2562.45	2560.78	2561.76	1666	0	13
2024.09.13	04:20:00	2561.69	2562.69	2560.46	2560.53	1202	0	13
2024.09.13	04:25:00	2560.49	2562.52	2560.45	2562.41	964	0	13
2024.09.13	04:30:00	2562.43	2563.70	2561.86	2563.68	1222	0	13
2024.09.13	04:35:00	2563.66	2564.80	2563.07	2563.71	990	0	15
2024.09.13	04:40:00	2563.69	2564.43	2561.39	2561.71	1297	0	13
2024.09.13	04:45:00	2561.81	2562.01	2559.97	2561.24	1336	0	13
2024.09.13	04:50:00	2561.22	2563.26	2561.10	2562.99	1021	0	13
2024.09.13	04:55:00	2563.00	2563.27	2562.35	2563.23	896	0	13
2024.09.13	05:00:00	2563.23	2563.43	2561.61	2562.88	563	0	13
2024.09.13	05:05:00	2562.97	2563.47	2562.20	2562.79	650	0	13
2024.09.13	05:10:00	2562.80	2563.85	2562.45	2563.44	794	0	13
2024.09.13	05:15:00	2563.45	2564.83	2563.06	2563.97	706	0	13
2024.09.13	05:20:00	2563.99	2564.49	2563.45	2564.24	545	0	13
2024.09.13	05:25:00	2564.23	2564.48	2563.65	2563.99	398	0	13
2024.09.13	05:30:00	2563.99	2564.13	2562.78	2563.70	718	0	13
2024.09.13	05:35:00	2563.71	2564.32	2563.13	2564.04	859	0	13
2024.09.13	05:40:00	2564.03	2564.18	2562.45	2563.90	746	0	13
2024.09.13	05:45:00	2563.91	2564.03	2563.28	2563.66	625	0	13
2024.09.13	05:50:00	2563.70	2564.75	2563.49	2564.42	765	0	13
2024.09.13	05:55:00	2564.44	2565.62	2564.36	2565.37	1281	0	13
2024.09.13	06:00:00	2565.36	2566.50	2564.62	2566.40	1259	0	14
2024.09.13	06:05:00	2566.40	2566.44	2565.08	2565.77	1106	0	13
2024.09.13	06:10:00	2565.75	2566.47	2565.63	2566.22	736	0	13
2024.09.13	06:15:00	2566.22	2566.33	2565.55	2565.79	678	0	13
2024.09.13	06:20:00	2565.77	2566.47	2565.56	2566.46	836	0	13
2024.09.13	06:25:00	2566.44	2567.75	2566.44	2567.26	909	0	14
2024.09.13	06:30:00	2567.29	2570.10	2567.24	2568.18	1130	0	14
2024.09.13	06:35:00	2568.17	2569.09	2566.92	2567.05	827	0	13
2024.09.13	06:40:00	2567.05	2567.14	2566.21	2566.61	681	0	13
2024.09.13	06:45:00	2566.60	2567.10	2566.42	2566.97	562	0	13
2024.09.13	06:50:00	2566.99	2567.73	2566.86	2567.49	345	0	13
2024.09.13	06:55:00	2567.47	2568.13	2567.16	2567.97	316	0	13
2024.09.13	07:00:00	2567.99	2568.02	2567.34	2567.83	358	0	13
2024.09.13	07:05:00	2567.83	2568.12	2567.24	2567.57	378	0	13
2024.09.13	07:10:00	2567.56	2567.60	2566.65	2567.55	328	0	13
2024.09.13	07:15:00	2567.50	2568.08	2567.23	2568.07	210	0	13
2024.09.13	07:20:00	2568.08	2568.57	2567.67	2567.74	356	0	13
2024.09.13	07:25:00	2567.73	2568.19	2567.34	2568.17	415	0	16
2024.09.13	07:30:00	2568.21	2569.70	2568.17	2569.28	385	0	13
2024.09.13	07:35:00	2569.28	2569.53	2568.67	2568.93	529	0	14
2024.09.13	07:40:00	2568.91	2569.19	2568.22	2568.84	461	0	13
2024.09.13	07:45:00	2568.84	2569.72	2568.65	2569.50	450	0	13
2024.09.13	07:50:00	2569.50	2570.15	2569.31	2569.59	657	0	13
2024.09.13	07:55:00	2569.60	2569.79	2568.62	2568.84	608	0	13
2024.09.13	08:00:00	2568.83	2568.83	2567.62	2567.65	619	0	13
2024.09.13	08:05:00	2567.65	2567.91	2567.14	2567.50	609	0	13
2024.09.13	08:10:00	2567.49	2568.13	2567.15	2567.88	697	0	19
2024.09.13	08:15:00	2567.89	2568.75	2567.85	2568.69	635	0	13
2024.09.13	08:20:00	2568.72	2569.52	2568.71	2569.32	574	0	13
2024.09.13	08:25:00	2569.33	2570.27	2569.31	2569.87	633	0	13
2024.09.13	08:30:00	2569.86	2570.23	2568.35	2568.79	1422	0	18
2024.09.13	08:35:00	2568.77	2569.46	2568.25	2568.81	966	0	14
2024.09.13	08:40:00	2568.79	2569.36	2568.39	2568.42	848	0	13
2024.09.13	08:45:00	2568.42	2568.45	2565.99	2566.19	1452	0	13
2024.09.13	08:50:00	2566.21	2568.05	2566.21	2568.05	896	0	13
2024.09.13	08:55:00	2568.04	2568.08	2566.15	2566.58	1217	0	13
2024.09.13	09:00:00	2566.54	2566.90	2565.86	2566.47	1148	0	12
2024.09.13	09:05:00	2566.47	2566.53	2565.22	2566.13	1390	0	13
2024.09.13	09:10:00	2566.14	2566.78	2563.74	2564.18	1675	0	13
2024.09.13	09:15:00	2564.19	2565.03	2563.12	2564.27	1712	0	13
2024.09.13	09:20:00	2564.28	2565.71	2563.35	2564.62	1451	0	10
2024.09.13	09:25:00	2564.63	2568.08	2563.64	2567.68	1711	0	11
2024.09.13	09:30:00	2567.66	2568.80	2565.71	2565.71	1562	0	11
2024.09.13	09:35:00	2565.72	2566.37	2564.98	2565.71	911	0	10
2024.09.13	09:40:00	2565.68	2567.38	2565.55	2566.98	777	0	10
2024.09.13	09:45:00	2566.98	2567.42	2564.95	2565.17	779	0	10
2024.09.13	09:50:00	2565.16	2565.39	2564.25	2564.88	1169	0	10
2024.09.13	09:55:00	2564.87	2567.34	2564.74	2567.13	1469	0	10
2024.09.13	10:00:00	2567.16	2568.96	2565.85	2568.46	1310	0	10
2024.09.13	10:05:00	2568.39	2568.64	2567.21	2567.47	1307	0	10
2024.09.13	10:10:00	2567.43	2568.22	2565.34	2565.64	1006	0	10
2024.09.13	10:15:00	2565.77	2565.95	2564.59	2565.13	983	0	10
2024.09.13	10:20:00	2565.13	2565.47	2563.94	2565.17	993	0	10
2024.09.13	10:25:00	2565.14	2566.25	2564.31	2565.28	946	0	10
2024.09.13	10:30:00	2565.29	2568.17	2565.19	2566.43	1135	0	10
2024.09.13	10:35:00	2566.42	2567.07	2564.64	2565.42	932	0	10
2024.09.13	10:40:00	2565.36	2568.87	2565.36	2568.76	820	0	10
2024.09.13	10:45:00	2568.71	2570.45	2568.63	2570.37	970	0	10
2024.09.13	10:50:00	2570.38	2571.08	2568.91	2569.76	1250	0	10
2024.09.13	10:55:00	2569.74	2570.30	2568.77	2569.79	931	0	10
2024.09.13	11:00:00	2569.79	2570.94	2567.95	2569.69	1014	0	10
2024.09.13	11:05:00	2569.70	2569.76	2568.45	2569.09	1102	0	10
2024.09.13	11:10:00	2569.07	2570.07	2568.34	2569.87	1009	0	10
2024.09.13	11:15:00	2569.88	2570.08	2567.75	2568.28	849	0	10
2024.09.13	11:20:00	2568.25	2568.76	2567.19	2567.20	725	0	10
2024.09.13	11:25:00	2567.21	2567.31	2565.95	2566.07	674	0	10
2024.09.13	11:30:00	2566.11	2567.06	2565.72	2566.66	905	0	10
2024.09.13	11:35:00	2566.66	2568.37	2566.02	2567.62	1069	0	10
2024.09.13	11:40:00	2567.58	2567.78	2566.66	2566.92	908	0	10
2024.09.13	11:45:00	2566.93	2569.17	2566.81	2568.95	597	0	10
2024.09.13	11:50:00	2568.96	2570.65	2568.73	2570.51	914	0	10
2024.09.13	11:55:00	2570.51	2570.76	2569.71	2569.98	946	0	10
2024.09.13	12:00:00	2569.96	2569.99	2568.19	2569.04	749	0	10
2024.09.13	12:05:00	2569.01	2569.91	2568.98	2569.76	691	0	10
2024.09.13	12:10:00	2569.72	2569.75	2568.19	2568.84	881	0	10
2024.09.13	12:15:00	2568.86	2568.86	2568.08	2568.57	757	0	10
2024.09.13	12:20:00	2568.58	2570.87	2568.58	2570.74	1086	0	10
2024.09.13	12:25:00	2570.74	2572.77	2570.58	2570.86	1213	0	10
2024.09.13	12:30:00	2570.86	2572.95	2570.72	2571.08	1656	0	13
2024.09.13	12:35:00	2571.06	2572.47	2570.89	2571.75	807	0	11
2024.09.13	12:40:00	2571.76	2572.95	2571.07	2571.64	718	0	11
2024.09.13	12:45:00	2571.64	2571.82	2570.81	2570.97	700	0	10
2024.09.13	12:50:00	2570.97	2571.73	2570.14	2570.20	601	0	11
2024.09.13	12:55:00	2570.21	2570.21	2567.04	2568.56	1426	0	12
2024.09.13	13:00:00	2568.58	2569.38	2567.64	2567.88	948	0	11
2024.09.13	13:05:00	2567.89	2568.49	2566.32	2566.49	612	0	10
2024.09.13	13:10:00	2566.50	2567.62	2566.03	2567.28	759	0	10
2024.09.13	13:15:00	2567.27	2567.66	2566.15	2566.32	965	0	10
2024.09.13	13:20:00	2566.32	2566.90	2565.99	2566.67	732	0	10
2024.09.13	13:25:00	2566.65	2566.86	2565.90	2566.66	585	0	10
2024.09.13	13:30:00	2566.67	2566.86	2566.09	2566.59	598	0	12
2024.09.13	13:35:00	2566.57	2567.93	2566.55	2566.88	587	0	11
2024.09.13	13:40:00	2566.87	2567.86	2566.85	2567.75	732	0	10
2024.09.13	13:45:00	2567.72	2567.72	2565.78	2565.98	1001	0	11
2024.09.13	13:50:00	2565.99	2566.60	2565.67	2566.44	843	0	10
2024.09.13	13:55:00	2566.45	2567.19	2566.16	2567.07	864	0	10
2024.09.13	14:00:00	2567.09	2567.80	2565.96	2566.55	927	0	13
2024.09.13	14:05:00	2566.56	2567.58	2566.45	2567.31	594	0	11
2024.09.13	14:10:00	2567.33	2568.30	2566.95	2568.12	628	0	11
2024.09.13	14:15:00	2568.12	2568.33	2567.51	2568.02	564	0	12
2024.09.13	14:20:00	2568.02	2568.14	2566.70	2566.77	638	0	11
2024.09.13	14:25:00	2566.70	2567.03	2566.20	2566.25	576	0	10
2024.09.13	14:30:00	2566.25	2567.43	2566.11	2566.41	805	0	10
2024.09.13	14:35:00	2566.42	2566.54	2564.05	2565.03	1073	0	11
2024.09.13	14:40:00	2565.05	2565.19	2563.69	2564.34	804	0	9
2024.09.13	14:45:00	2564.39	2567.19	2563.76	2567.00	841	0	9
2024.09.13	14:50:00	2566.99	2568.09	2566.34	2566.61	889	0	9
2024.09.13	14:55:00	2566.66	2567.77	2566.66	2567.37	1012	0	9
2024.09.13	15:00:00	2567.38	2567.67	2566.36	2567.12	947	0	9
2024.09.13	15:05:00	2567.13	2567.35	2566.07	2567.18	1203	0	9
2024.09.13	15:10:00	2567.19	2568.23	2567.08	2567.65	1074	0	9
2024.09.13	15:15:00	2567.67	2567.88	2567.18	2567.33	750	0	9
2024.09.13	15:20:00	2567.35	2569.21	2567.35	2568.32	1147	0	12
2024.09.13	15:25:00	2568.35	2569.52	2567.74	2569.30	1095	0	9
2024.09.13	15:30:00	2569.29	2570.31	2569.09	2569.55	1320	0	9
